,문제키값,문제,오픈일자,보기순번,보기정보,정답여부,시험지 id,문제 id,assessmentItemID,testId,KnowledgeTag
2870,107,우리말로 달과 요일의 이름을 만들어 사용하자는 운동이 있었습니다. 실제로 한글학회나 시민단체에서 만들기도 했구요. 우선 요일을 살펴보면 차례로 이름을 붙이거나 한자의 훈을 우리말로 풀어내는 방법이 사용되었습니다. 순번을 기준으로는 밝날 한날 두날... 엿날 한자의 훈을 풀어 붙인 경우는 해날 다날..... 흙날이 있습니다.  여기서 문제를 내볼까요? 다음 중 수요일은 순번식으로 어떻게 이름을 붙였을까요?,20121205,451,새날,,A080000133,A080133003,A080133003,A080000133,8422
2871,107,우리말로 달과 요일의 이름을 만들어 사용하자는 운동이 있었습니다. 실제로 한글학회나 시민단체에서 만들기도 했구요. 우선 요일을 살펴보면 차례로 이름을 붙이거나 한자의 훈을 우리말로 풀어내는 방법이 사용되었습니다. 순번을 기준으로는 밝날 한날 두날... 엿날 한자의 훈을 풀어 붙인 경우는 해날 다날..... 흙날이 있습니다.  여기서 문제를 내볼까요? 다음 중 수요일은 순번식으로 어떻게 이름을 붙였을까요?,20121205,452,세쨋날,,A080000133,A080133003,A080133003,A080000133,8422
2872,106,12월은 한 해를 마무리하고 새해를 설계하는 참 바쁜 달이죠. 한자어로는 납월(臘月)제월(除月)가평(嘉平)모절(暮節) 등이 있습니다. 다음 중 12월을 나타내는 말이 아닌 것은 어떤 것일까요?,20121204,445,모동(暮冬),,A080000105,A080105003,A080105003,A080000105,1181
2873,106,12월은 한 해를 마무리하고 새해를 설계하는 참 바쁜 달이죠. 한자어로는 납월(臘月)제월(除月)가평(嘉平)모절(暮節) 등이 있습니다. 다음 중 12월을 나타내는 말이 아닌 것은 어떤 것일까요?,20121204,446,섣달,,A080000105,A080105003,A080105003,A080000105,1181
2874,106,12월은 한 해를 마무리하고 새해를 설계하는 참 바쁜 달이죠. 한자어로는 납월(臘月)제월(除月)가평(嘉平)모절(暮節) 등이 있습니다. 다음 중 12월을 나타내는 말이 아닌 것은 어떤 것일까요?,20121204,447,늦겨울,,A080000105,A080105003,A080105003,A080000105,1181
2875,106,12월은 한 해를 마무리하고 새해를 설계하는 참 바쁜 달이죠. 한자어로는 납월(臘月)제월(除月)가평(嘉平)모절(暮節) 등이 있습니다. 다음 중 12월을 나타내는 말이 아닌 것은 어떤 것일까요?,20121204,448,한겨울,정답,A080000105,A080105003,A080105003,A080000105,1181
2876,105,벌써 12월이네요. 연말입니다. 한해를 잘 마무리하고 새롭게 2013년을 맞을 준비로 모두 바쁘신 것 같습니다. 연말과 같은 의미로 쓰이는 말 중에 흔한 것이 세모(歲暮)이고 순화어로 세밑이 있습니다.   다음 중 연말과 반대되는 말이 아닌 것을 골라보세요.,20121203,441,연초,,A080000067,A080067005,A080067005,A080000067,4972
2877,105,벌써 12월이네요. 연말입니다. 한해를 잘 마무리하고 새롭게 2013년을 맞을 준비로 모두 바쁘신 것 같습니다. 연말과 같은 의미로 쓰이는 말 중에 흔한 것이 세모(歲暮)이고 순화어로 세밑이 있습니다.   다음 중 연말과 반대되는 말이 아닌 것을 골라보세요.,20121203,442,연시,,A080000067,A080067005,A080067005,A080000067,4972
2878,105,벌써 12월이네요. 연말입니다. 한해를 잘 마무리하고 새롭게 2013년을 맞을 준비로 모두 바쁘신 것 같습니다. 연말과 같은 의미로 쓰이는 말 중에 흔한 것이 세모(歲暮)이고 순화어로 세밑이 있습니다.   다음 중 연말과 반대되는 말이 아닌 것을 골라보세요.,20121203,443,궁랍,정답,A080000067,A080067005,A080067005,A080000067,4972
2879,105,벌써 12월이네요. 연말입니다. 한해를 잘 마무리하고 새롭게 2013년을 맞을 준비로 모두 바쁘신 것 같습니다. 연말과 같은 의미로 쓰이는 말 중에 흔한 것이 세모(歲暮)이고 순화어로 세밑이 있습니다.   다음 중 연말과 반대되는 말이 아닌 것을 골라보세요.,20121203,444,세시,,A080000067,A080067005,A080067005,A080000067,4972
2880,104,선생은 학생을 가르치는 사람으로 파생된 말로는 교사 교원 교육자 훈장 은사 사범 스승 등이 있습니다. 교사는 일정한 자격을 가지고 학생을 가르치는 사람이고 비슷한 말로 교원과 교육자가 있겠습니다. 스승은 ‘자기를 가르쳐서 인도하는 사람’인데요. 어원은 ‘무격(巫覡)’이란 단어에서 나왔다고 합니다. ‘무격’은 ‘여자무당과 남자무당’을 이르는 말인데요 옛 문헌의 음훈에 따르면 '스승 무 화랑 격'이었다고 합니다. 고대 모계사회에서 여자무당은 사회적 지위가 매우 높았다고 합니다. 추장은 모든 일을 하기에 앞서 제사장인 여자무당과 상의했다고 하지요. 스승에서 파생된 말로는 은사 사부 사범 등이 있지요.  순우리말보다 한자어가 더 높임의 뜻으로 사용되는 경우가 많은데 그 반대로 순우리말 ‘스승’은 한자어인 ‘선생’보다 높임말로 사용되고 있으니 매우 기분이 좋습니다!  오늘은 선생과 관련된 속담을 풀어보겠습니다. 다음 중 미련한 자가 어리석은 말을 한다는 의미의 속담은 어느 것일까요?,20121130,437,자식을 보기엔 아비만 한 눈이 없고 제자를 보기엔 스승만 한 눈이 없다,,A080000115,A080115002,A080115002,A080000115,2712
2881,104,선생은 학생을 가르치는 사람으로 파생된 말로는 교사 교원 교육자 훈장 은사 사범 스승 등이 있습니다. 교사는 일정한 자격을 가지고 학생을 가르치는 사람이고 비슷한 말로 교원과 교육자가 있겠습니다. 스승은 ‘자기를 가르쳐서 인도하는 사람’인데요. 어원은 ‘무격(巫覡)’이란 단어에서 나왔다고 합니다. ‘무격’은 ‘여자무당과 남자무당’을 이르는 말인데요 옛 문헌의 음훈에 따르면 '스승 무 화랑 격'이었다고 합니다. 고대 모계사회에서 여자무당은 사회적 지위가 매우 높았다고 합니다. 추장은 모든 일을 하기에 앞서 제사장인 여자무당과 상의했다고 하지요. 스승에서 파생된 말로는 은사 사부 사범 등이 있지요.  순우리말보다 한자어가 더 높임의 뜻으로 사용되는 경우가 많은데 그 반대로 순우리말 ‘스승’은 한자어인 ‘선생’보다 높임말로 사용되고 있으니 매우 기분이 좋습니다!  오늘은 선생과 관련된 속담을 풀어보겠습니다. 다음 중 미련한 자가 어리석은 말을 한다는 의미의 속담은 어느 것일까요?,20121130,438,훈장 똥은 개도 안 먹는다,,A080000115,A080115002,A080115002,A080000115,2712
2882,104,선생은 학생을 가르치는 사람으로 파생된 말로는 교사 교원 교육자 훈장 은사 사범 스승 등이 있습니다. 교사는 일정한 자격을 가지고 학생을 가르치는 사람이고 비슷한 말로 교원과 교육자가 있겠습니다. 스승은 ‘자기를 가르쳐서 인도하는 사람’인데요. 어원은 ‘무격(巫覡)’이란 단어에서 나왔다고 합니다. ‘무격’은 ‘여자무당과 남자무당’을 이르는 말인데요 옛 문헌의 음훈에 따르면 '스승 무 화랑 격'이었다고 합니다. 고대 모계사회에서 여자무당은 사회적 지위가 매우 높았다고 합니다. 추장은 모든 일을 하기에 앞서 제사장인 여자무당과 상의했다고 하지요. 스승에서 파생된 말로는 은사 사부 사범 등이 있지요.  순우리말보다 한자어가 더 높임의 뜻으로 사용되는 경우가 많은데 그 반대로 순우리말 ‘스승’은 한자어인 ‘선생’보다 높임말로 사용되고 있으니 매우 기분이 좋습니다!  오늘은 선생과 관련된 속담을 풀어보겠습니다. 다음 중 미련한 자가 어리석은 말을 한다는 의미의 속담은 어느 것일까요?,20121130,439,범 없는 골에 토끼가 스승이라,,A080000115,A080115002,A080115002,A080000115,2712
2883,104,선생은 학생을 가르치는 사람으로 파생된 말로는 교사 교원 교육자 훈장 은사 사범 스승 등이 있습니다. 교사는 일정한 자격을 가지고 학생을 가르치는 사람이고 비슷한 말로 교원과 교육자가 있겠습니다. 스승은 ‘자기를 가르쳐서 인도하는 사람’인데요. 어원은 ‘무격(巫覡)’이란 단어에서 나왔다고 합니다. ‘무격’은 ‘여자무당과 남자무당’을 이르는 말인데요 옛 문헌의 음훈에 따르면 '스승 무 화랑 격'이었다고 합니다. 고대 모계사회에서 여자무당은 사회적 지위가 매우 높았다고 합니다. 추장은 모든 일을 하기에 앞서 제사장인 여자무당과 상의했다고 하지요. 스승에서 파생된 말로는 은사 사부 사범 등이 있지요.  순우리말보다 한자어가 더 높임의 뜻으로 사용되는 경우가 많은데 그 반대로 순우리말 ‘스승’은 한자어인 ‘선생’보다 높임말로 사용되고 있으니 매우 기분이 좋습니다!  오늘은 선생과 관련된 속담을 풀어보겠습니다. 다음 중 미련한 자가 어리석은 말을 한다는 의미의 속담은 어느 것일까요?,20121130,440,대학을 가르칠라,정답,A080000115,A080115002,A080115002,A080000115,2712
2884,103,학생은 배우는 사람 선생은 학생을 가르치는 사람이죠.  학생도 종류가 많습니다. 생도 배우는이 수강생 학도 등이 있습니다.  이 중에서 ‘배우는이’는 어떤 것을 의미할까요?,20121128,433,직업에 필요한 지식 기능을 배우기 위해 스승 밑에서 일하는 직공,,A080000121,A080121008,A080121008,A080000121,1201
2885,103,학생은 배우는 사람 선생은 학생을 가르치는 사람이죠.  학생도 종류가 많습니다. 생도 배우는이 수강생 학도 등이 있습니다.  이 중에서 ‘배우는이’는 어떤 것을 의미할까요?,20121128,434,조선시대에 관직임명전 소속 관아의 학문과 기술을 익히던 사람,,A080000121,A080121008,A080121008,A080000121,1201
2886,103,학생은 배우는 사람 선생은 학생을 가르치는 사람이죠.  학생도 종류가 많습니다. 생도 배우는이 수강생 학도 등이 있습니다.  이 중에서 ‘배우는이’는 어떤 것을 의미할까요?,20121128,435,불도를 닦고 행하는 사람,정답,A080000121,A080121008,A080121008,A080000121,1201
2887,103,학생은 배우는 사람 선생은 학생을 가르치는 사람이죠.  학생도 종류가 많습니다. 생도 배우는이 수강생 학도 등이 있습니다.  이 중에서 ‘배우는이’는 어떤 것을 의미할까요?,20121128,436,학자나 문필가의 아호로 쓰는 말,,A080000121,A080121008,A080121008,A080000121,1201
2888,102,공자님께서 '학이시습지불역열호(學而時習之不亦說乎)'란 말씀을 하셨죠. 풀이하자면 '배우고 때로 익히면 기쁘지 아니한가'인데 말하자면 평생학습을 주창하셨다고 생각이 됩니다.  '학문을 닦는 사람 또는 학식은 있으나 벼슬하지 않은 사람 학식이 있고 행동과 예절이 바르며 재물을 탐내지 않는 고결한 인품을 지닌 사람'을 일컬어 '선비'라 했습니다.  하지만 선비도 먹고 살아야죠?  다음중 '선비' 관련 속담이 아닌 것은 어떤 것일까요?,20121127,429,성균관 개구리,,A080000101,A080101003,A080101003,A080000101,7170
2889,102,공자님께서 '학이시습지불역열호(學而時習之不亦說乎)'란 말씀을 하셨죠. 풀이하자면 '배우고 때로 익히면 기쁘지 아니한가'인데 말하자면 평생학습을 주창하셨다고 생각이 됩니다.  '학문을 닦는 사람 또는 학식은 있으나 벼슬하지 않은 사람 학식이 있고 행동과 예절이 바르며 재물을 탐내지 않는 고결한 인품을 지닌 사람'을 일컬어 '선비'라 했습니다.  하지만 선비도 먹고 살아야죠?  다음중 '선비' 관련 속담이 아닌 것은 어떤 것일까요?,20121127,430,남산골샌님이 망해도 걸음 걷는 보수는 남는다,,A080000101,A080101003,A080101003,A080000101,7170
2890,102,공자님께서 '학이시습지불역열호(學而時習之不亦說乎)'란 말씀을 하셨죠. 풀이하자면 '배우고 때로 익히면 기쁘지 아니한가'인데 말하자면 평생학습을 주창하셨다고 생각이 됩니다.  '학문을 닦는 사람 또는 학식은 있으나 벼슬하지 않은 사람 학식이 있고 행동과 예절이 바르며 재물을 탐내지 않는 고결한 인품을 지닌 사람'을 일컬어 '선비'라 했습니다.  하지만 선비도 먹고 살아야죠?  다음중 '선비' 관련 속담이 아닌 것은 어떤 것일까요?,20121127,431,저녁 굶은 초라,,A080000101,A080101003,A080101003,A080000101,7170
2891,102,공자님께서 '학이시습지불역열호(學而時習之不亦說乎)'란 말씀을 하셨죠. 풀이하자면 '배우고 때로 익히면 기쁘지 아니한가'인데 말하자면 평생학습을 주창하셨다고 생각이 됩니다.  '학문을 닦는 사람 또는 학식은 있으나 벼슬하지 않은 사람 학식이 있고 행동과 예절이 바르며 재물을 탐내지 않는 고결한 인품을 지닌 사람'을 일컬어 '선비'라 했습니다.  하지만 선비도 먹고 살아야죠?  다음중 '선비' 관련 속담이 아닌 것은 어떤 것일까요?,20121127,432,빨간 상놈 푸른 양반,정답,A080000101,A080101003,A080101003,A080000101,7170
2892,101,'배우다'의 어원이 '물이 들다 새끼를 배다'의 '배다'와 '능동적으로 ~하다'의 뜻을 가진 '우다'가 합친 것이라고 하네요. 좀 거창하게 해석을 하자면 '배우기 주체가 능동적으로 새로운 것을 상상해서 그것을 능동적 과정을 거쳐 만드는 행위'라고 할까요.  이번 주는 '배움'을 주제로 한 문제들을 풀어볼까 합니다. 우선 몸풀기로 쉬운 문제를 내볼게요! 어깨너머로 글을 배우는 일을 순우리말로 무엇이라고 할까요?,20121126,425,독학,,A090000022,A090022006,A090022006,A090000022,10169
2893,101,'배우다'의 어원이 '물이 들다 새끼를 배다'의 '배다'와 '능동적으로 ~하다'의 뜻을 가진 '우다'가 합친 것이라고 하네요. 좀 거창하게 해석을 하자면 '배우기 주체가 능동적으로 새로운 것을 상상해서 그것을 능동적 과정을 거쳐 만드는 행위'라고 할까요.  이번 주는 '배움'을 주제로 한 문제들을 풀어볼까 합니다. 우선 몸풀기로 쉬운 문제를 내볼게요! 어깨너머로 글을 배우는 일을 순우리말로 무엇이라고 할까요?,20121126,426,글동냥,정답,A090000022,A090022006,A090022006,A090000022,10169
2894,101,'배우다'의 어원이 '물이 들다 새끼를 배다'의 '배다'와 '능동적으로 ~하다'의 뜻을 가진 '우다'가 합친 것이라고 하네요. 좀 거창하게 해석을 하자면 '배우기 주체가 능동적으로 새로운 것을 상상해서 그것을 능동적 과정을 거쳐 만드는 행위'라고 할까요.  이번 주는 '배움'을 주제로 한 문제들을 풀어볼까 합니다. 우선 몸풀기로 쉬운 문제를 내볼게요! 어깨너머로 글을 배우는 일을 순우리말로 무엇이라고 할까요?,20121126,427,도둑공부,,A090000022,A090022006,A090022006,A090000022,10169
2895,101,'배우다'의 어원이 '물이 들다 새끼를 배다'의 '배다'와 '능동적으로 ~하다'의 뜻을 가진 '우다'가 합친 것이라고 하네요. 좀 거창하게 해석을 하자면 '배우기 주체가 능동적으로 새로운 것을 상상해서 그것을 능동적 과정을 거쳐 만드는 행위'라고 할까요.  이번 주는 '배움'을 주제로 한 문제들을 풀어볼까 합니다. 우선 몸풀기로 쉬운 문제를 내볼게요! 어깨너머로 글을 배우는 일을 순우리말로 무엇이라고 할까요?,20121126,428,청강,,A090000022,A090022006,A090022006,A090000022,10169
2896,100,어제 '에누리'에 대해 알아보았으니 오늘은 '흥정'에 대해 알아보겠습니다. '흥정'은 '물건을 사고 팔거나 사고 팔기 위해 품질이나 가격 따위를 의논하는 것'을 말합니다.  자 여기서 오늘의 문제! 흥정을 업으로 하는 사람들을 가리키는 순우리말을 골라 주세요.,20121123,421,중매인,,A070000099,A070099008,A070099008,A070000099,8894
2897,100,어제 '에누리'에 대해 알아보았으니 오늘은 '흥정'에 대해 알아보겠습니다. '흥정'은 '물건을 사고 팔거나 사고 팔기 위해 품질이나 가격 따위를 의논하는 것'을 말합니다.  자 여기서 오늘의 문제! 흥정을 업으로 하는 사람들을 가리키는 순우리말을 골라 주세요.,20121123,422,주릅,정답,A070000099,A070099008,A070099008,A070000099,8894
2898,100,어제 '에누리'에 대해 알아보았으니 오늘은 '흥정'에 대해 알아보겠습니다. '흥정'은 '물건을 사고 팔거나 사고 팔기 위해 품질이나 가격 따위를 의논하는 것'을 말합니다.  자 여기서 오늘의 문제! 흥정을 업으로 하는 사람들을 가리키는 순우리말을 골라 주세요.,20121123,423,거간꾼,,A070000099,A070099008,A070099008,A070000099,8894
2899,100,어제 '에누리'에 대해 알아보았으니 오늘은 '흥정'에 대해 알아보겠습니다. '흥정'은 '물건을 사고 팔거나 사고 팔기 위해 품질이나 가격 따위를 의논하는 것'을 말합니다.  자 여기서 오늘의 문제! 흥정을 업으로 하는 사람들을 가리키는 순우리말을 골라 주세요.,20121123,424,뚜쟁이,,A070000099,A070099008,A070099008,A070000099,8894
2900,99,오늘은 일상생활에서 흔히 사용하는 '에누리'란 말에 대해 알아볼까요? 다음 중 틀린 것을 골라보세요~,20121122,417,용서하거나 사정을 보아주는 일,,A090000047,A090047002,A090047002,A090000047,2010
2901,99,오늘은 일상생활에서 흔히 사용하는 '에누리'란 말에 대해 알아볼까요? 다음 중 틀린 것을 골라보세요~,20121122,418,물건을 사고 파는 일,정답,A090000047,A090047002,A090047002,A090000047,2010
2902,99,오늘은 일상생활에서 흔히 사용하는 '에누리'란 말에 대해 알아볼까요? 다음 중 틀린 것을 골라보세요~,20121122,419,물건 값을 받을 값보다 더 많이 부르는 일이나 물건값,,A090000047,A090047002,A090047002,A090000047,2010
2903,99,오늘은 일상생활에서 흔히 사용하는 '에누리'란 말에 대해 알아볼까요? 다음 중 틀린 것을 골라보세요~,20121122,420,실제보다 더 보태거나 깎아서 말하는 일,,A090000047,A090047002,A090047002,A090000047,2010
2904,98,오늘은 '고집(固執)' 두 번째입니다. '융통성 없이 자기주장 계속 내세우는 일이나 그런 사람'을 '고집불통'이라고 하지요.   고집불통인 사람을 가리키는 말이 매우 많은데요. 다음 중 아닌 것은 어떤 것일까요?,20121121,413,독불장군,,A090000066,A090066006,A090066006,A090000066,2612
2905,98,오늘은 '고집(固執)' 두 번째입니다. '융통성 없이 자기주장 계속 내세우는 일이나 그런 사람'을 '고집불통'이라고 하지요.   고집불통인 사람을 가리키는 말이 매우 많은데요. 다음 중 아닌 것은 어떤 것일까요?,20121121,414,옹고집,,A090000066,A090066006,A090066006,A090000066,2612
2906,98,오늘은 '고집(固執)' 두 번째입니다. '융통성 없이 자기주장 계속 내세우는 일이나 그런 사람'을 '고집불통'이라고 하지요.   고집불통인 사람을 가리키는 말이 매우 많은데요. 다음 중 아닌 것은 어떤 것일까요?,20121121,415,운고집,정답,A090000066,A090066006,A090066006,A090000066,2612
2907,98,오늘은 '고집(固執)' 두 번째입니다. '융통성 없이 자기주장 계속 내세우는 일이나 그런 사람'을 '고집불통'이라고 하지요.   고집불통인 사람을 가리키는 말이 매우 많은데요. 다음 중 아닌 것은 어떤 것일까요?,20121121,416,왕고집,,A090000066,A090066006,A090066006,A090000066,2612
2908,97,오늘은 '고집(固執)'에 대한 걸 알아보겠습니다. 풀이하면 '자기의 의견을 바꾸거나 고치지 않고 굳게 버티거나 버티는 성미'를 나타냅니다. 한자어에서 유래된 우리말인데요.   우선 몸풀이 겸 오늘은 고집 관련 속담에 대한 문제를 내보겠습니다. 다음 중 틀린 것을 골라 주세요.,20121120,409,항우는 고집으로 망하고 조조는 꾀로 망한다,,A070000146,A070146004,A070146004,A070000146,9079
2909,97,오늘은 '고집(固執)'에 대한 걸 알아보겠습니다. 풀이하면 '자기의 의견을 바꾸거나 고치지 않고 굳게 버티거나 버티는 성미'를 나타냅니다. 한자어에서 유래된 우리말인데요.   우선 몸풀이 겸 오늘은 고집 관련 속담에 대한 문제를 내보겠습니다. 다음 중 틀린 것을 골라 주세요.,20121120,410,평양 황고집이다,,A070000146,A070146004,A070146004,A070000146,9079
2910,97,오늘은 '고집(固執)'에 대한 걸 알아보겠습니다. 풀이하면 '자기의 의견을 바꾸거나 고치지 않고 굳게 버티거나 버티는 성미'를 나타냅니다. 한자어에서 유래된 우리말인데요.   우선 몸풀이 겸 오늘은 고집 관련 속담에 대한 문제를 내보겠습니다. 다음 중 틀린 것을 골라 주세요.,20121120,411,쇠고집과 말고집이다,정답,A070000146,A070146004,A070146004,A070000146,9079
2911,97,오늘은 '고집(固執)'에 대한 걸 알아보겠습니다. 풀이하면 '자기의 의견을 바꾸거나 고치지 않고 굳게 버티거나 버티는 성미'를 나타냅니다. 한자어에서 유래된 우리말인데요.   우선 몸풀이 겸 오늘은 고집 관련 속담에 대한 문제를 내보겠습니다. 다음 중 틀린 것을 골라 주세요.,20121120,412,떼가 사촌보다 낫다,,A070000146,A070146004,A070146004,A070000146,9079
2912,96,새의 힘찬 날갯짓 물고기의 힘찬 도약을 나타내는 말로 '파닥파닥'이 있습니다. 오늘은 '파닥파닥'과 관련한 문제를 풀어볼까요?  다음 중 틀린 설명을 골라주세요~,20121119,405,파닥파닥은 '작은 새'나 '작은 물고기'가 내는 날개나 꼬리 소리,,A080000004,A080004004,A080004004,A080000004,1356
2913,96,새의 힘찬 날갯짓 물고기의 힘찬 도약을 나타내는 말로 '파닥파닥'이 있습니다. 오늘은 '파닥파닥'과 관련한 문제를 풀어볼까요?  다음 중 틀린 설명을 골라주세요~,20121119,406,비슷한 말로 '파다닥'이 있다.,정답,A080000004,A080004004,A080004004,A080000004,1356
2914,96,새의 힘찬 날갯짓 물고기의 힘찬 도약을 나타내는 말로 '파닥파닥'이 있습니다. 오늘은 '파닥파닥'과 관련한 문제를 풀어볼까요?  다음 중 틀린 설명을 골라주세요~,20121119,407,큰 새나 큰 물고기가 내는 날개나 꼬리소리는 '푸덕푸덕'이 있다.,,A080000004,A080004004,A080004004,A080000004,1356
2915,96,새의 힘찬 날갯짓 물고기의 힘찬 도약을 나타내는 말로 '파닥파닥'이 있습니다. 오늘은 '파닥파닥'과 관련한 문제를 풀어볼까요?  다음 중 틀린 설명을 골라주세요~,20121119,408,'푸덕푸덕'과 비슷한 말로 '푸드덕'이 있다.,,A080000004,A080004004,A080004004,A080000004,1356
2916,95,요즘 들어 특히 주말이면 꼭 흐리고 비가 오네요. 시절이 시절이니만큼 앞으로 계속 추워져야 하겠지만 그래도 비는 오지 말았으면 싶습니다.  '을씨년스럽다'는 우리말이 있습니다. 다음 중 틀린 것은 어느 것일까요?,20121116,401,날씨나 분위기 따위가 몹시 스산하다,,A080000046,A080046007,A080046007,A080000046,2852
2917,95,요즘 들어 특히 주말이면 꼭 흐리고 비가 오네요. 시절이 시절이니만큼 앞으로 계속 추워져야 하겠지만 그래도 비는 오지 말았으면 싶습니다.  '을씨년스럽다'는 우리말이 있습니다. 다음 중 틀린 것은 어느 것일까요?,20121116,402,날씨가 몹시 춥다,정답,A080000046,A080046007,A080046007,A080000046,2852
2918,95,요즘 들어 특히 주말이면 꼭 흐리고 비가 오네요. 시절이 시절이니만큼 앞으로 계속 추워져야 하겠지만 그래도 비는 오지 말았으면 싶습니다.  '을씨년스럽다'는 우리말이 있습니다. 다음 중 틀린 것은 어느 것일까요?,20121116,403,살림이 가난하다,,A080000046,A080046007,A080046007,A080000046,2852
2919,95,요즘 들어 특히 주말이면 꼭 흐리고 비가 오네요. 시절이 시절이니만큼 앞으로 계속 추워져야 하겠지만 그래도 비는 오지 말았으면 싶습니다.  '을씨년스럽다'는 우리말이 있습니다. 다음 중 틀린 것은 어느 것일까요?,20121116,404,날씨가 쓸쓸하다,,A080000046,A080046007,A080046007,A080000046,2852
2920,94,'악머구리'라는 우리말이 있습니다. 이 단어는 '어떤 것'을 가리키는 말인데요 다음 중 골라보세요~,20121115,397,잠자리,,A090000066,A090066004,A090066004,A090000066,2612
2921,94,'악머구리'라는 우리말이 있습니다. 이 단어는 '어떤 것'을 가리키는 말인데요 다음 중 골라보세요~,20121115,398,도깨비,,A090000066,A090066004,A090066004,A090000066,2612
2922,94,'악머구리'라는 우리말이 있습니다. 이 단어는 '어떤 것'을 가리키는 말인데요 다음 중 골라보세요~,20121115,399,개구리,정답,A090000066,A090066004,A090066004,A090000066,2612
2923,94,'악머구리'라는 우리말이 있습니다. 이 단어는 '어떤 것'을 가리키는 말인데요 다음 중 골라보세요~,20121115,400,악바리,,A090000066,A090066004,A090066004,A090000066,2612
2924,93,쌀쌀하네요. 모두 따뜻하게 입으셨죠? 저는 드디어 오늘 장갑도 꼈답니다!   겨울에 부녀자들이 나들이할 때 머리에 쓰는 전통모자가 있는데요. 오늘은 이것에 대해 알아볼까요? 다음 설명 중 틀린 것을 골라보세요~,20121114,393,'아양을 떨다'와 관계가 있다.,,A070000099,A070099006,A070099006,A070000099,8897
2925,93,쌀쌀하네요. 모두 따뜻하게 입으셨죠? 저는 드디어 오늘 장갑도 꼈답니다!   겨울에 부녀자들이 나들이할 때 머리에 쓰는 전통모자가 있는데요. 오늘은 이것에 대해 알아볼까요? 다음 설명 중 틀린 것을 골라보세요~,20121114,394,귀를 덮지 않는 것과 귀와 뺨을 덮는 두 가지 종류가 있다.,,A070000099,A070099006,A070099006,A070000099,8897
2926,93,쌀쌀하네요. 모두 따뜻하게 입으셨죠? 저는 드디어 오늘 장갑도 꼈답니다!   겨울에 부녀자들이 나들이할 때 머리에 쓰는 전통모자가 있는데요. 오늘은 이것에 대해 알아볼까요? 다음 설명 중 틀린 것을 골라보세요~,20121114,395,멋을 내기 위해 비단을 댕기처럼 달기도 하였다.,,A070000099,A070099006,A070099006,A070000099,8897
2927,93,쌀쌀하네요. 모두 따뜻하게 입으셨죠? 저는 드디어 오늘 장갑도 꼈답니다!   겨울에 부녀자들이 나들이할 때 머리에 쓰는 전통모자가 있는데요. 오늘은 이것에 대해 알아볼까요? 다음 설명 중 틀린 것을 골라보세요~,20121114,396,앙큼하다는 표현도 여기에서 유래되었다.,정답,A070000099,A070099006,A070099006,A070000099,8897
2928,92,오늘은 '~바리' 여섯 번째 문제입니다. 사람을 이르는 '바리'로는 꾀바리 데퉁바리 발바리 등 어떤 특성이나 행동과 관계있는 경우가 많습니다. 그러면 오늘의 문제! 샘바리는 어떤 뜻일까요?,20121113,389,말을 더듬는 사람,,A080000133,A080133008,A080133008,A080000133,8423
2929,92,오늘은 '~바리' 여섯 번째 문제입니다. 사람을 이르는 '바리'로는 꾀바리 데퉁바리 발바리 등 어떤 특성이나 행동과 관계있는 경우가 많습니다. 그러면 오늘의 문제! 샘바리는 어떤 뜻일까요?,20121113,390,샘이 많아서 안달하는 사람,정답,A080000133,A080133008,A080133008,A080000133,8423
2930,92,오늘은 '~바리' 여섯 번째 문제입니다. 사람을 이르는 '바리'로는 꾀바리 데퉁바리 발바리 등 어떤 특성이나 행동과 관계있는 경우가 많습니다. 그러면 오늘의 문제! 샘바리는 어떤 뜻일까요?,20121113,391,우물을 지키는 사람,,A080000133,A080133008,A080133008,A080000133,8423
2931,92,오늘은 '~바리' 여섯 번째 문제입니다. 사람을 이르는 '바리'로는 꾀바리 데퉁바리 발바리 등 어떤 특성이나 행동과 관계있는 경우가 많습니다. 그러면 오늘의 문제! 샘바리는 어떤 뜻일까요?,20121113,392,조왕신의 하인,,A080000133,A080133008,A080133008,A080000133,8423
2932,91,지난주에 이어 이번 주도 '~바리'를 알아보겠습니다. 얼핏 일본어 아닌가 하는 착각을 하기도 하지만 '~바리'는 일본어와는 상관이 없고요. 사람 동식물 행동 사물 등에 다양하게 쓰이고 있네요. 오늘은 [바리] 시리즈 다섯 번째 문제입니다. 다음은 동식물에 쓰인 '~바리'인데요. '접시꽃'을 나타내는 것은?  ,20121112,385,해바리,정답,A080000104,A080104002,A080104002,A080000104,10573
2933,91,지난주에 이어 이번 주도 '~바리'를 알아보겠습니다. 얼핏 일본어 아닌가 하는 착각을 하기도 하지만 '~바리'는 일본어와는 상관이 없고요. 사람 동식물 행동 사물 등에 다양하게 쓰이고 있네요. 오늘은 [바리] 시리즈 다섯 번째 문제입니다. 다음은 동식물에 쓰인 '~바리'인데요. '접시꽃'을 나타내는 것은?  ,20121112,386,국화삼바리,,A080000104,A080104002,A080104002,A080000104,10573
